strategy,base,tier,odds,oos_win,oos_roi,bets,backed,price_column,graded_against,min_odds_floor,hold_sec,window_sec,market_status_columns,n_conditions,conditions,sql_predicate,source_book
BAS_tg_under_lag_0035,tg_under_lag,Vision,1.78,58.8,4.6,380,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,time_at_this_price <= 28.2017 AND u_vf <= 0.8899 AND ld_rank >= 0.625 AND is_big_lead >= 0.2821,"""time_at_this_price"" IS NOT NULL AND ""time_at_this_price"" <= 28.2017 AND ""u_vf"" IS NOT NULL AND ""u_vf"" <= 0.8899 AND ""ld_rank"" IS NOT NULL AND ""ld_rank"" >= 0.625 AND ""is_big_lead"" IS NOT NULL AND ""is_big_lead"" >= 0.2821",MODE3_202748.xlsx
BAS_lead_ml_0082,lead_ml,Npc,1.494,69.8,4.3,330,lead_ml,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,prog_score <= 0.35 AND rk_implied_edge >= 0.107 AND u_drought <= 71.4786,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""rk_implied_edge"" IS NOT NULL AND ""rk_implied_edge"" >= 0.107 AND ""u_drought"" IS NOT NULL AND ""u_drought"" <= 71.4786",MODE3_202748.xlsx
BAS_tg_under_0068,tg_under,Vision,1.907,54.9,4.3,412,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,prog >= 0.7151017554368007 AND time_at_this_price < 52.915909090909054 AND X_X_u_elapsed__minus__u_time_in_lead__over__X_u_pace__over__u_time_in_lead <= 0.0249,"""prog"" IS NOT NULL AND ""prog"" >= 0.7151017554368007 AND ""time_at_this_price"" IS NOT NULL AND ""time_at_this_price"" < 52.915909090909054 AND ""X_X_u_elapsed__minus__u_time_in_lead__over__X_u_pace__over__u_time_in_lead"" IS NOT NULL AND ""X_X_u_elapsed__minus__u_time_in_lead__over__X_u_pace__over__u_time_in_lead"" <= 0.0249",MODE3_202748.xlsx
BAS_tg_under_0003,tg_under,Vision,1.78,58.3,4.2,418,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND opp_drift <= 1.0811 AND tot_vs_line >= -174.5,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""line_move"" IS NOT NULL AND ""line_move"" <= 4.0 AND ""price_gap"" IS NOT NULL AND ""price_gap"" <= 1.89 AND ""opp_drift"" IS NOT NULL AND ""opp_drift"" <= 1.0811 AND ""tot_vs_line"" IS NOT NULL AND ""tot_vs_line"" >= -174.5",MODE3_202748.xlsx
BAS_tg_under_lag_0132,tg_under_lag,Vision,1.933,54.2,4.1,330,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,line_open >= 140.0 AND need_frac >= 0.4 AND trailer_price >= 1.8471 AND pace_vs_line_pct >= -0.9852 AND eng_minute_ge_2 >= 1.0,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""need_frac"" IS NOT NULL AND ""need_frac"" >= 0.4 AND ""trailer_price"" IS NOT NULL AND ""trailer_price"" >= 1.8471 AND ""pace_vs_line_pct"" IS NOT NULL AND ""pace_vs_line_pct"" >= -0.9852 AND ""eng_minute_ge_2"" IS NOT NULL AND ""eng_minute_ge_2"" >= 1.0",MODE3_202748.xlsx
BAS_late_lead_ho_0166,late_lead_hold,Jobber,2.293,46,4.1,319,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6,line_open >= 140.0 AND prog_score <= 0.35 AND rk_odds_ratio <= 2.3716 AND X_minute__minus__u_drought <= 28.0923 AND lead_changes_300s <= 2.0 AND tg_overround <= 1.1237,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""rk_odds_ratio"" IS NOT NULL AND ""rk_odds_ratio"" <= 2.3716 AND ""X_minute__minus__u_drought"" IS NOT NULL AND ""X_minute__minus__u_drought"" <= 28.0923 AND ""lead_changes_300s"" IS NOT NULL AND ""lead_changes_300s"" <= 2.0 AND ""tg_overround"" IS NOT NULL AND ""tg_overround"" <= 1.1237",MODE3_202748.xlsx
BAS_tg_under_0012,tg_under,Vision,1.767,58.7,4,805,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,2,u_jump >= 0.9449 AND total_points_under <= 1.8,"""u_jump"" IS NOT NULL AND ""u_jump"" >= 0.9449 AND ""total_points_under"" IS NOT NULL AND ""total_points_under"" <= 1.8",MODE3_202748.xlsx
BAS_spec:Leader_0077,spec:Leader,Npc,1.553,67.3,3.7,353,spec:Leader,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,prog_score <= 0.35 AND u_price <= 1.7584 AND overround_now <= 1.1135,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""u_price"" IS NOT NULL AND ""u_price"" <= 1.7584 AND ""overround_now"" IS NOT NULL AND ""overround_now"" <= 1.1135",MODE3_202748.xlsx
BAS_spec:TG_Hist_0018,spec:TG_Historical_vs_Handicap_Under,Vision,1.766,58.5,3.7,555,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,wall_min <= 171.805 AND lead_m15 <= 1.0 AND tg_imp_under >= 0.5435 AND secs_since_price <= 0.0,"""wall_min"" IS NOT NULL AND ""wall_min"" <= 171.805 AND ""lead_m15"" IS NOT NULL AND ""lead_m15"" <= 1.0 AND ""tg_imp_under"" IS NOT NULL AND ""tg_imp_under"" >= 0.5435 AND ""secs_since_price"" IS NOT NULL AND ""secs_since_price"" <= 0.0",MODE3_202748.xlsx
BAS_spec:TG_Hist_0069,spec:TG_Historical_vs_Handicap_Under,Vision,1.931,54,3.6,365,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,2,rk_odds_ratio <= 2.6602 AND lead_vs_line >= -173.8462,"""rk_odds_ratio"" IS NOT NULL AND ""rk_odds_ratio"" <= 2.6602 AND ""lead_vs_line"" IS NOT NULL AND ""lead_vs_line"" >= -173.8462",MODE3_202748.xlsx
BAS_spec:HT_Unde_0122,spec:HT_Underdog_Fade,Vision,1.744,59.4,3.5,321,spec:HT_Underdog_Fade,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,prog_score <= 0.35 AND rk_dog_odds >= 1.8351 AND lead_changes_300s <= 2.0,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""rk_dog_odds"" IS NOT NULL AND ""rk_dog_odds"" >= 1.8351 AND ""lead_changes_300s"" IS NOT NULL AND ""lead_changes_300s"" <= 2.0",MODE3_202748.xlsx
BAS_tg_under_0001,tg_under,Vision,1.777,57.7,3.5,338,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,rk_odds_ratio <= 2.6602 AND prog_q >= 0.4444 AND tg_proj_vs_line >= -167.5197,"""rk_odds_ratio"" IS NOT NULL AND ""rk_odds_ratio"" <= 2.6602 AND ""prog_q"" IS NOT NULL AND ""prog_q"" >= 0.4444 AND ""tg_proj_vs_line"" IS NOT NULL AND ""tg_proj_vs_line"" >= -167.5197",MODE3_202748.xlsx
BAS_prop:first_s_0052,prop:first_scorer_hold,Jobber,2.211,46.9,3.5,326,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,line_open >= 140.0 AND prog_score <= 0.35 AND rk_odds_ratio <= 2.3716 AND total_line_move >= -4.0,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""rk_odds_ratio"" IS NOT NULL AND ""rk_odds_ratio"" <= 2.3716 AND ""total_line_move"" IS NOT NULL AND ""total_line_move"" >= -4.0",MODE3_202748.xlsx
BAS_late_lead_ho_0114,late_lead_hold,Npc,1.651,63.4,3.4,338,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,dog_odds_vol_180 <= 0.15546 AND u_pace <= 58.0667 AND needed_rate_for_over >= 2.9473,"""dog_odds_vol_180"" IS NOT NULL AND ""dog_odds_vol_180"" <= 0.15546 AND ""u_pace"" IS NOT NULL AND ""u_pace"" <= 58.0667 AND ""needed_rate_for_over"" IS NOT NULL AND ""needed_rate_for_over"" >= 2.9473",MODE3_202748.xlsx
BAS_prop:first_s_0058,prop:first_scorer_hold,Jobber,2.231,46.3,3.4,314,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,prog_score <= 0.35 AND lead_vs_line <= -151.823 AND opp_o <= 4.17 AND px_gap_ratio <= 1.442,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""lead_vs_line"" IS NOT NULL AND ""lead_vs_line"" <= -151.823 AND ""opp_o"" IS NOT NULL AND ""opp_o"" <= 4.17 AND ""px_gap_ratio"" IS NOT NULL AND ""px_gap_ratio"" <= 1.442",MODE3_202748.xlsx
BAS_prop:first_s_0051,prop:first_scorer_hold,Jobber,2.242,46.2,3.3,329,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,prog_score <= 0.35 AND lead_vs_line <= -140.5 AND secs_since_quarter_start <= 41.6871 AND rk_fav_odds >= 1.2738,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""lead_vs_line"" IS NOT NULL AND ""lead_vs_line"" <= -140.5 AND ""secs_since_quarter_start"" IS NOT NULL AND ""secs_since_quarter_start"" <= 41.6871 AND ""rk_fav_odds"" IS NOT NULL AND ""rk_fav_odds"" >= 1.2738",MODE3_202748.xlsx
BAS_late_lead_ho_0111,late_lead_hold,Npc,1.543,67.6,3.2,343,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,prog_score <= 0.35 AND rk_fav_odds <= 1.75 AND u_overround <= 1.113,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""rk_fav_odds"" IS NOT NULL AND ""rk_fav_odds"" <= 1.75 AND ""u_overround"" IS NOT NULL AND ""u_overround"" <= 1.113",MODE3_202748.xlsx
BAS_h1_winner_0177,h1_winner,Npc,1.537,67.3,3.2,328,h1_winner,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,time_at_this_price <= 28.2017 AND price_rank_in_match >= 0.3333 AND u_flat <= 0.4769,"""time_at_this_price"" IS NOT NULL AND ""time_at_this_price"" <= 28.2017 AND ""price_rank_in_match"" IS NOT NULL AND ""price_rank_in_match"" >= 0.3333 AND ""u_flat"" IS NOT NULL AND ""u_flat"" <= 0.4769",MODE3_202748.xlsx
BAS_prop:first_s_0096,prop:first_scorer_hold,Npc,1.629,64.2,3.2,323,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,prog_score <= 0.35 AND odds_ratio <= 1.2094 AND pts_last_60s <= 6.0 AND lead_m15 <= 1.0 AND rk_odds_ratio >= 1.0318,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""odds_ratio"" IS NOT NULL AND ""odds_ratio"" <= 1.2094 AND ""pts_last_60s"" IS NOT NULL AND ""pts_last_60s"" <= 6.0 AND ""lead_m15"" IS NOT NULL AND ""lead_m15"" <= 1.0 AND ""rk_odds_ratio"" IS NOT NULL AND ""rk_odds_ratio"" >= 1.0318",MODE3_202748.xlsx
BAS_spec:TG_Hist_0070,spec:TG_Historical_vs_Handicap_Under,Vision,1.908,54.4,3.2,339,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,price_rank_in_match >= 0.3636365114164554 AND secs_since_score < 97.0 AND X_minute__over__u_pace <= 1.5057,"""price_rank_in_match"" IS NOT NULL AND ""price_rank_in_match"" >= 0.3636365114164554 AND ""secs_since_score"" IS NOT NULL AND ""secs_since_score"" < 97.0 AND ""X_minute__over__u_pace"" IS NOT NULL AND ""X_minute__over__u_pace"" <= 1.5057",MODE3_202748.xlsx
BAS_prop:match_t_0021,prop:match_total_pace,Vision,1.777,57.7,3.1,414,prop:match_total_pace,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND opp_drift <= 1.0811 AND trail <= 6.0 AND pace_last_300s_vs_line >= -174.5,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""line_move"" IS NOT NULL AND ""line_move"" <= 4.0 AND ""price_gap"" IS NOT NULL AND ""price_gap"" <= 1.89 AND ""opp_drift"" IS NOT NULL AND ""opp_drift"" <= 1.0811 AND ""trail"" IS NOT NULL AND ""trail"" <= 6.0 AND ""pace_last_300s_vs_line"" IS NOT NULL AND ""pace_last_300s_vs_line"" >= -174.5",MODE3_202748.xlsx
BAS_spec:HT_Unde_0123,spec:HT_Underdog_Fade,Vision,1.737,59.5,3,331,spec:HT_Underdog_Fade,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,total_points_under >= 1.75 AND pm_away <= 2.85 AND X_X_u_elapsed__minus__u_time_in_lead__minus__X_u_pace__over__u_time_in_lead <= -19.1179 AND u_vel_t <= 0.0198,"""total_points_under"" IS NOT NULL AND ""total_points_under"" >= 1.75 AND ""pm_away"" IS NOT NULL AND ""pm_away"" <= 2.85 AND ""X_X_u_elapsed__minus__u_time_in_lead__minus__X_u_pace__over__u_time_in_lead"" IS NOT NULL AND ""X_X_u_elapsed__minus__u_time_in_lead__minus__X_u_pace__over__u_time_in_lead"" <= -19.1179 AND ""u_vel_t"" IS NOT NULL AND ""u_vel_t"" <= 0.0198",MODE3_202748.xlsx
BAS_prop:first_s_0053,prop:first_scorer_hold,Jobber,2.282,45.9,3,314,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,line_open >= 140.0 AND need_frac >= 0.4 AND prog_score <= 0.1318 AND px_gap_ratio <= 1.4925,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""need_frac"" IS NOT NULL AND ""need_frac"" >= 0.4 AND ""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.1318 AND ""px_gap_ratio"" IS NOT NULL AND ""px_gap_ratio"" <= 1.4925",MODE3_202748.xlsx
BAS_tg_under_0004,tg_under,Vision,1.777,57.6,2.9,343,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND opp_drift <= 1.0811 AND trail <= 6.0 AND pace_last_300s_vs_line >= -185.8205,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""line_move"" IS NOT NULL AND ""line_move"" <= 4.0 AND ""price_gap"" IS NOT NULL AND ""price_gap"" <= 1.89 AND ""opp_drift"" IS NOT NULL AND ""opp_drift"" <= 1.0811 AND ""trail"" IS NOT NULL AND ""trail"" <= 6.0 AND ""pace_last_300s_vs_line"" IS NOT NULL AND ""pace_last_300s_vs_line"" >= -185.8205",MODE3_202748.xlsx
BAS_tg_under_lag_0037,tg_under_lag,Vision,1.779,57.5,2.9,466,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND tg_proj_vs_line >= -168.5,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""line_move"" IS NOT NULL AND ""line_move"" <= 4.0 AND ""price_gap"" IS NOT NULL AND ""price_gap"" <= 1.89 AND ""tg_proj_vs_line"" IS NOT NULL AND ""tg_proj_vs_line"" >= -168.5",MODE3_202748.xlsx
BAS_prop:late_le_0157,prop:late_lead_hold,Npc,1.636,62.8,2.8,339,prop:late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,dog_odds_vol_180 <= 0.15546 AND price_gap >= 0.04 AND lead_changes_300s <= 2.0 AND line_flat >= 1.0,"""dog_odds_vol_180"" IS NOT NULL AND ""dog_odds_vol_180"" <= 0.15546 AND ""price_gap"" IS NOT NULL AND ""price_gap"" >= 0.04 AND ""lead_changes_300s"" IS NOT NULL AND ""lead_changes_300s"" <= 2.0 AND ""line_flat"" IS NOT NULL AND ""line_flat"" >= 1.0",MODE3_202748.xlsx
BAS_late_lead_ho_0102,late_lead_hold,Npc,1.637,63.2,2.7,314,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6,line_open >= 140.0 AND pm_away <= 2.92 AND leader_runmax <= 3.66 AND lead_vs_med <= 1.175 AND rk_dog_odds >= 1.83 AND u_trend <= -2.6556,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""pm_away"" IS NOT NULL AND ""pm_away"" <= 2.92 AND ""leader_runmax"" IS NOT NULL AND ""leader_runmax"" <= 3.66 AND ""lead_vs_med"" IS NOT NULL AND ""lead_vs_med"" <= 1.175 AND ""rk_dog_odds"" IS NOT NULL AND ""rk_dog_odds"" >= 1.83 AND ""u_trend"" IS NOT NULL AND ""u_trend"" <= -2.6556",MODE3_202748.xlsx
BAS_spec:TG_Hist_0017,spec:TG_Historical_vs_Handicap_Under,Vision,1.778,57.3,2.5,447,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND tg_proj_vs_line >= -168.1895,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""line_move"" IS NOT NULL AND ""line_move"" <= 4.0 AND ""price_gap"" IS NOT NULL AND ""price_gap"" <= 1.89 AND ""tg_proj_vs_line"" IS NOT NULL AND ""tg_proj_vs_line"" >= -168.1895",MODE3_202748.xlsx
BAS_tg_under_lag_0134,tg_under_lag,Vision,1.916,53.8,2.5,559,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6,total_points_under >= 1.75 AND hour >= 2.0 AND away_odds >= 1.159999966621399 AND prog >= 0.25 AND recovery_x >= 1.0 AND pace_last_300s_vs_line >= -156.5908,"""total_points_under"" IS NOT NULL AND ""total_points_under"" >= 1.75 AND ""hour"" IS NOT NULL AND ""hour"" >= 2.0 AND ""away_odds"" IS NOT NULL AND ""away_odds"" >= 1.159999966621399 AND ""prog"" IS NOT NULL AND ""prog"" >= 0.25 AND ""recovery_x"" IS NOT NULL AND ""recovery_x"" >= 1.0 AND ""pace_last_300s_vs_line"" IS NOT NULL AND ""pace_last_300s_vs_line"" >= -156.5908",MODE3_202748.xlsx
BAS_late_lead_ho_0112,late_lead_hold,Npc,1.623,63.9,2.4,387,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,pm_ratio <= 3.6843 AND imbal >= 0.0164 AND line_flat >= 0.8667 AND trailer_drift >= 1.0222,"""pm_ratio"" IS NOT NULL AND ""pm_ratio"" <= 3.6843 AND ""imbal"" IS NOT NULL AND ""imbal"" >= 0.0164 AND ""line_flat"" IS NOT NULL AND ""line_flat"" >= 0.8667 AND ""trailer_drift"" IS NOT NULL AND ""trailer_drift"" >= 1.0222",MODE3_202748.xlsx
BAS_spread_dog_c_0155,spread_dog_cover,Vision,1.924,53.4,2.4,439,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,line_open >= 140.0 AND prog_score <= 0.35 AND rk_dog_odds >= 1.8392 AND lead_changes_300s <= 1.0,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""rk_dog_odds"" IS NOT NULL AND ""rk_dog_odds"" >= 1.8392 AND ""lead_changes_300s"" IS NOT NULL AND ""lead_changes_300s"" <= 1.0",MODE3_202748.xlsx
BAS_tg_under_lag_0031,tg_under_lag,Vision,1.782,57.1,2.3,433,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,time_at_this_price <= 28.2017 AND u_vf <= 0.8899 AND abs_margin_per_remaining_s >= 0.0004 AND lead_vs_line >= -180.341,"""time_at_this_price"" IS NOT NULL AND ""time_at_this_price"" <= 28.2017 AND ""u_vf"" IS NOT NULL AND ""u_vf"" <= 0.8899 AND ""abs_margin_per_remaining_s"" IS NOT NULL AND ""abs_margin_per_remaining_s"" >= 0.0004 AND ""lead_vs_line"" IS NOT NULL AND ""lead_vs_line"" >= -180.341",MODE3_202748.xlsx
BAS_spread_dog_c_0119,spread_dog_cover,Vision,1.8,56.8,2.3,360,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,line_open >= 140.0 AND need_frac >= 0.4 AND prog_score <= 0.35 AND u_ratio_open <= 3.0051 AND point_spread_handicap <= -1.5,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""need_frac"" IS NOT NULL AND ""need_frac"" >= 0.4 AND ""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""u_ratio_open"" IS NOT NULL AND ""u_ratio_open"" <= 3.0051 AND ""point_spread_handicap"" IS NOT NULL AND ""point_spread_handicap"" <= -1.5",MODE3_202748.xlsx
BAS_dog_leading_0147,dog_leading,Jobber,2.493,41.6,2.3,322,dog_leading,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,line_open >= 140.0 AND prog_score <= 0.35 AND X_X_minute__x__u_pace__minus__X_u_elapsed__minus__u_time_in_lead <= 169.724 AND tg_overround <= 1.1237,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""X_X_minute__x__u_pace__minus__X_u_elapsed__minus__u_time_in_lead"" IS NOT NULL AND ""X_X_minute__x__u_pace__minus__X_u_elapsed__minus__u_time_in_lead"" <= 169.724 AND ""tg_overround"" IS NOT NULL AND ""tg_overround"" <= 1.1237",MODE3_202748.xlsx
BAS_spec:Leader_0079,spec:Leader,Npc,1.648,62.7,2.2,356,spec:Leader,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,prog_score <= 0.35 AND dog_odds_vol_180 <= 0.1733 AND req_ratio <= 1.3177,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""dog_odds_vol_180"" IS NOT NULL AND ""dog_odds_vol_180"" <= 0.1733 AND ""req_ratio"" IS NOT NULL AND ""req_ratio"" <= 1.3177",MODE3_202748.xlsx
BAS_tg_under_0006,tg_under,Vision,1.774,57.4,2.2,408,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,u_hazard <= -0.1409 AND needed_rate_for_over <= 3.6355 AND prog_q >= 0.0456,"""u_hazard"" IS NOT NULL AND ""u_hazard"" <= -0.1409 AND ""needed_rate_for_over"" IS NOT NULL AND ""needed_rate_for_over"" <= 3.6355 AND ""prog_q"" IS NOT NULL AND ""prog_q"" >= 0.0456",MODE3_202748.xlsx
BAS_prop:shorten_0163,prop:shortener_vs_open,Jobber,2.275,45.1,2.1,332,prop:shortener_vs_open,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,pm_ratio <= 3.6843 AND imbal >= 0.0164 AND u_jump >= 0.9459,"""pm_ratio"" IS NOT NULL AND ""pm_ratio"" <= 3.6843 AND ""imbal"" IS NOT NULL AND ""imbal"" >= 0.0164 AND ""u_jump"" IS NOT NULL AND ""u_jump"" >= 0.9459",MODE3_202748.xlsx
BAS_late_lead_ho_0104,late_lead_hold,Npc,1.628,63.3,2,337,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,line_open >= 140.0 AND prog_score <= 0.35 AND h_score <= 16.1205 AND u_hazard <= -0.1356 AND opp_velocity >= -0.0842,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""h_score"" IS NOT NULL AND ""h_score"" <= 16.1205 AND ""u_hazard"" IS NOT NULL AND ""u_hazard"" <= -0.1356 AND ""opp_velocity"" IS NOT NULL AND ""opp_velocity"" >= -0.0842",MODE3_202748.xlsx
BAS_lead_ml_0085,lead_ml,Npc,1.628,63.3,2,322,lead_ml,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,dog_odds_vol_180 <= 0.15546 AND X_minute__over__u_vol <= 353.579 AND home_pace <= 23.5316,"""dog_odds_vol_180"" IS NOT NULL AND ""dog_odds_vol_180"" <= 0.15546 AND ""X_minute__over__u_vol"" IS NOT NULL AND ""X_minute__over__u_vol"" <= 353.579 AND ""home_pace"" IS NOT NULL AND ""home_pace"" <= 23.5316",MODE3_202748.xlsx
BAS_lead_ml_0086,lead_ml,Npc,1.621,63.6,1.9,396,lead_ml,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,nchg_120 <= 2.0 AND retrace_lead <= 0.3623 AND dow >= 2.0,"""nchg_120"" IS NOT NULL AND ""nchg_120"" <= 2.0 AND ""retrace_lead"" IS NOT NULL AND ""retrace_lead"" <= 0.3623 AND ""dow"" IS NOT NULL AND ""dow"" >= 2.0",MODE3_202748.xlsx
BAS_prop:garbage_0128,prop:garbage_under,Vision,1.761,57.8,1.9,307,prop:garbage_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,2,total_line_move >= -5.8769 AND total_line_move >= 0.0,"""total_line_move"" IS NOT NULL AND ""total_line_move"" >= -5.8769 AND ""total_line_move"" IS NOT NULL AND ""total_line_move"" >= 0.0",MODE3_202748.xlsx
